offense_code_encoded,offense_category_name_encoded,crime_against_encoded,ct_flag_encoded,hc_flag_encoded,weapon_name_encoded,arrest_type_name_encoded,sex_code_encoded,race_desc_encoded,ethnicity_name_encoded,avg_arrestee_age,MULTIPLE_ARRESTS,ARREST
16,19,1,0,1,12,1,0,5,0,53.0,0,1
9,3,0,0,1,12,1,1,5,0,41.0,0,1
40,30,2,0,1,12,2,1,3,1,29.0,0,1
32,10,2,0,1,12,2,0,4,0,37.0,0,1
8,3,0,0,1,12,1,1,0,3,28.0,0,1
31,7,1,0,1,5,2,1,0,3,29.0,0,1
9,3,0,0,1,12,1,0,5,1,19.0,0,1
40,30,2,0,1,3,2,1,5,3,29.0,0,1
33,10,2,0,1,12,1,1,4,3,41.0,0,1
8,3,0,0,1,12,1,1,2,1,47.0,0,1
16,19,1,0,1,12,1,1,5,1,41.0,0,1
9,3,0,0,1,12,1,0,5,1,32.0,0,1
33,10,2,0,1,12,2,1,5,1,38.0,0,1
32,10,2,0,1,12,2,1,5,0,48.0,0,1
32,10,2,0,1,3,2,1,5,3,45.0,0,1
9,3,0,0,1,12,1,0,5,3,52.0,0,1
9,3,0,0,1,12,1,1,5,0,18.0,0,1
8,3,0,0,1,12,1,1,0,1,66.0,0,1
40,30,2,0,1,12,2,0,4,3,24.0,0,1
32,10,2,0,1,12,2,1,2,3,33.0,0,1
9,3,0,0,1,12,1,0,5,3,29.0,0,1
16,19,1,0,1,12,1,1,5,0,31.0,0,1
9,3,0,0,1,12,1,0,5,3,23.0,0,1
9,3,0,0,1,12,2,1,0,3,22.0,0,1
9,3,0,0,1,12,1,0,0,0,27.0,0,1
9,3,0,0,1,12,1,1,5,0,29.0,0,1
32,10,2,0,1,12,2,1,2,1,52.0,0,1
8,3,0,0,1,12,2,1,5,0,30.0,0,1
9,3,0,0,1,12,2,1,2,3,23.0,0,1
9,3,0,0,1,12,1,0,2,1,21.0,0,1
32,10,2,0,1,12,2,0,5,3,25.0,0,1
32,10,2,0,1,12,2,0,5,0,42.0,0,1
16,19,1,0,1,12,1,1,0,1,36.5,1,1
30,28,1,0,1,12,2,1,5,0,46.5,1,1
31,7,1,0,1,12,1,1,5,3,32.0,0,1
16,19,1,0,1,12,2,0,5,3,30.0,0,1
22,6,1,0,1,3,2,1,5,3,22.0,0,1
9,3,0,0,1,12,2,1,5,0,59.0,0,1
9,3,0,0,1,12,1,1,0,1,27.0,0,1
32,10,2,0,1,12,2,0,5,1,27.0,0,1
9,3,0,0,1,12,1,1,5,0,27.0,0,1
8,3,0,0,1,12,1,1,2,3,27.0,0,1
32,10,2,0,1,12,2,1,5,3,27.0,0,1
32,10,2,0,1,12,2,0,2,1,24.0,0,1
16,19,1,0,1,5,2,0,5,0,27.5,1,1
8,3,0,0,1,8,2,1,5,0,51.0,0,1
8,3,0,0,1,12,2,1,5,0,58.0,0,1
9,3,0,0,1,12,1,0,5,0,52.0,1,1
9,3,0,0,1,12,1,0,5,0,34.0,0,1
9,3,0,0,1,12,2,0,5,0,28.0,0,1
9,3,0,0,1,12,2,0,5,0,24.0,0,1
31,7,1,0,1,12,1,1,2,1,45.0,0,1
9,3,0,0,1,12,1,1,5,0,30.0,0,1
9,3,0,0,1,12,2,0,5,0,28.0,0,1
32,10,2,0,1,12,2,1,5,3,23.0,0,1
33,10,2,0,1,12,2,1,5,3,31.0,0,1
9,3,0,0,1,3,1,1,5,3,29.0,0,1
9,3,0,0,1,12,2,1,5,0,31.0,0,1
9,3,0,0,1,12,1,1,5,3,54.0,0,1
9,3,0,0,1,12,1,1,4,0,38.0,0,1
8,3,0,0,1,12,2,1,5,0,23.0,0,1
9,3,0,0,1,12,1,0,5,3,16.0,0,1
32,10,2,0,1,12,2,0,5,3,39.0,0,1
31,7,1,0,1,12,1,1,5,0,41.0,0,1
9,3,0,0,1,12,1,1,5,3,26.0,0,1
32,10,2,0,1,12,2,1,5,3,35.0,0,1
13,5,1,1,1,12,2,0,2,3,44.0,1,1
33,10,2,0,1,12,2,1,0,1,26.0,0,1
8,3,0,0,1,12,2,0,5,3,57.0,0,1
9,3,0,0,1,12,1,0,2,3,41.0,0,1
31,7,1,0,1,12,1,1,2,1,34.0,0,1
31,7,1,0,1,12,1,1,5,0,46.0,0,1
9,3,0,0,1,12,2,1,2,0,42.0,0,1
9,3,0,0,1,12,1,1,5,0,59.0,0,1
33,10,2,0,1,12,1,1,5,0,21.0,0,1
8,3,0,0,1,12,2,1,5,0,44.0,0,1
9,3,0,0,1,12,1,1,5,0,34.0,0,1
9,3,0,0,1,12,1,1,5,1,57.0,0,1
31,7,1,0,1,12,1,0,5,0,23.0,0,1
9,3,0,0,1,12,1,1,0,1,27.0,0,1
9,3,0,0,1,12,1,1,5,0,25.0,0,1
9,3,0,0,1,12,1,0,5,0,30.0,0,1
9,3,0,0,1,12,1,1,5,0,20.0,0,1
9,3,0,0,1,12,1,1,2,3,36.0,0,1
9,3,0,0,1,12,1,1,5,0,26.0,0,1
9,3,0,0,1,12,1,1,5,1,44.0,0,1
9,3,0,0,1,12,1,1,5,1,19.0,0,1
9,3,0,0,1,12,1,0,4,3,26.0,0,1
9,3,0,0,1,12,1,1,5,0,30.0,0,1
9,3,0,0,1,12,1,1,5,0,52.0,0,1
10,3,0,0,1,12,1,1,5,3,25.0,0,1
9,3,0,0,1,12,1,0,5,0,30.0,0,1
9,3,0,0,1,12,1,0,5,3,22.0,0,1
9,3,0,0,1,12,1,0,5,0,60.0,0,1
9,3,0,0,1,12,1,1,4,3,33.0,0,1
9,3,0,0,1,12,1,1,5,3,33.0,0,1
9,3,0,0,1,12,1,0,5,0,36.0,0,1
9,3,0,0,1,12,1,0,5,0,33.0,0,1
8,3,0,0,1,12,1,1,0,0,39.0,0,1
9,3,0,0,1,12,1,1,5,0,39.0,0,1
9,3,0,0,1,12,1,1,5,3,31.0,0,1
9,3,0,0,1,12,1,0,5,0,43.0,0,1
9,3,0,0,1,12,1,0,5,0,31.0,0,1
8,3,0,0,1,12,1,1,5,1,39.0,0,1
9,3,0,0,1,12,1,1,5,1,32.0,0,1
16,19,1,0,1,12,2,0,5,0,28.0,1,1
35,23,2,0,1,12,1,1,4,1,30.0,0,1
9,3,0,0,1,12,2,1,5,1,32.0,0,1
9,3,0,0,1,0,1,0,5,0,40.0,0,1
33,10,2,0,1,12,1,1,4,3,22.0,0,1
6,26,0,0,1,12,1,1,0,1,39.0,0,1
9,3,0,0,1,12,1,0,5,0,21.0,0,1
31,7,1,0,1,12,1,1,5,0,63.0,0,1
31,7,1,0,1,12,1,1,5,0,21.0,0,1
9,3,0,0,1,12,1,1,2,1,30.0,0,1
9,3,0,0,1,12,1,0,5,0,35.0,0,1
9,3,0,0,1,12,1,1,4,3,31.0,0,1
9,3,0,0,1,12,1,1,5,0,26.0,0,1
8,3,0,0,1,12,1,1,5,0,58.0,0,1
9,3,0,0,1,12,1,0,4,3,38.0,0,1
9,3,0,0,1,12,1,1,4,3,49.0,0,1
20,19,1,1,1,12,1,1,2,1,50.0,0,1
8,3,0,0,1,12,1,1,5,0,27.0,0,1
9,3,0,0,1,12,1,1,0,1,37.0,0,1
9,3,0,0,1,12,1,0,0,1,30.0,0,1
9,3,0,0,1,12,1,1,5,0,34.0,0,1
9,3,0,0,1,12,1,0,5,1,39.0,0,1
31,7,1,0,1,12,1,1,4,1,33.0,0,1
9,3,0,0,1,12,1,1,5,0,33.0,0,1
31,7,1,0,1,12,1,1,5,3,63.0,0,1
10,3,0,0,1,12,1,1,5,3,27.0,0,1
16,19,1,0,1,12,1,1,4,3,40.0,0,1
16,19,1,0,1,12,1,1,2,1,21.0,0,1
9,3,0,0,1,12,1,1,5,0,42.0,0,1
9,3,0,0,1,12,1,1,5,1,24.0,0,1
9,3,0,0,1,12,1,1,5,1,21.0,0,1
9,3,0,0,1,12,1,1,5,3,38.0,0,1
9,3,0,0,1,12,1,1,0,1,34.0,0,1
33,10,2,0,1,12,1,1,0,3,24.0,0,1
9,3,0,0,1,12,1,1,5,1,36.0,0,1
33,10,2,0,1,12,1,0,5,1,30.0,0,1
9,3,0,0,1,12,1,0,5,3,23.0,0,1
8,3,0,0,1,12,1,1,2,0,21.0,0,1
9,3,0,0,1,12,1,0,5,0,38.0,0,1
9,3,0,0,1,12,1,1,5,0,35.0,0,1
31,7,1,0,1,12,1,1,0,3,30.0,0,1
17,19,1,1,1,12,1,1,5,0,32.0,0,1
9,3,0,0,1,12,1,0,0,0,27.0,0,1
9,3,0,0,1,12,1,1,5,1,39.0,0,1
9,3,0,0,1,12,1,1,5,0,24.0,0,1
16,19,1,0,1,12,1,1,5,0,49.0,0,1
9,3,0,0,1,12,1,1,5,1,34.0,0,1
9,3,0,0,1,12,1,0,5,0,35.0,0,1
9,3,0,0,1,12,1,0,0,1,26.0,0,1
9,3,0,0,1,12,1,0,0,1,33.0,0,1
9,3,0,0,1,12,1,1,5,0,30.0,0,1
9,3,0,0,1,12,1,1,5,0,46.0,0,1
9,3,0,0,1,12,1,1,5,0,38.0,0,1
9,3,0,0,1,12,1,1,5,0,30.0,0,1
9,3,0,0,1,12,1,1,5,1,28.0,0,1
31,7,1,0,1,12,1,1,5,0,40.0,0,1
9,3,0,0,1,12,1,1,5,0,29.0,0,1
9,3,0,0,1,12,1,1,5,3,39.0,0,1
9,3,0,0,1,12,1,1,0,3,42.0,0,1
16,19,1,0,1,12,1,1,0,1,41.0,0,1
9,3,0,0,1,12,1,1,5,0,57.0,0,1
9,3,0,0,1,12,1,1,4,3,19.0,0,1
9,3,0,0,1,12,1,1,5,3,33.0,0,1
16,19,1,0,1,12,1,1,2,1,27.0,0,1
9,3,0,0,1,12,1,1,0,3,23.0,0,1
9,3,0,0,1,12,1,1,5,0,22.0,0,1
9,3,0,0,1,12,1,1,5,0,26.0,0,1
9,3,0,0,1,12,1,1,5,3,25.0,0,1
9,3,0,0,1,12,1,1,5,3,27.0,0,1
9,3,0,0,1,12,1,1,5,0,34.0,0,1
9,3,0,0,1,12,1,1,5,1,37.0,0,1
8,3,0,0,1,12,1,0,5,0,42.0,0,1
9,3,0,0,1,12,1,0,5,0,29.0,0,1
31,7,1,0,1,12,1,0,4,0,24.0,0,1
8,3,0,0,1,12,1,1,2,1,60.0,0,1
9,3,0,0,1,12,1,1,4,3,46.0,0,1
31,7,1,0,1,12,1,1,5,0,26.0,0,1
9,3,0,0,1,12,1,1,5,3,49.0,0,1
9,3,0,0,1,12,1,1,2,1,61.0,0,1
9,3,0,0,1,12,1,0,5,1,29.0,0,1
31,7,1,0,1,5,1,1,5,0,40.0,0,1
9,3,0,0,1,12,1,1,5,0,34.0,0,1
31,7,1,0,1,12,1,1,5,0,22.0,0,1
23,14,1,1,1,12,1,1,5,1,36.0,0,1
9,3,0,0,1,12,1,1,0,1,32.0,0,1
9,3,0,0,1,12,1,1,5,0,27.0,0,1
31,7,1,0,1,12,1,1,5,3,39.0,0,1
31,7,1,0,1,12,1,0,0,1,23.0,0,1
31,7,1,0,1,12,1,1,5,0,42.0,0,1
9,3,0,0,1,12,1,1,2,3,40.0,0,1
9,3,0,0,1,12,1,0,5,3,32.0,0,1
9,3,0,0,1,12,1,1,5,0,20.0,0,1
9,3,0,0,1,12,1,1,5,0,26.0,0,1
9,3,0,0,1,12,1,1,5,3,57.0,0,1
9,3,0,0,1,12,1,0,5,0,57.0,0,1
9,3,0,0,1,12,1,0,5,3,57.0,0,1
9,3,0,0,1,12,1,1,5,0,24.0,0,1
9,3,0,0,1,12,1,1,5,0,40.0,0,1
31,7,1,0,1,12,1,0,5,1,32.0,0,1
9,3,0,0,1,12,1,1,2,1,29.0,0,1
9,3,0,0,1,12,1,1,5,1,24.0,0,1
9,3,0,0,1,12,1,0,0,1,22.0,0,1
9,3,0,0,1,12,1,0,5,0,24.0,0,1
9,3,0,0,1,12,1,0,5,0,25.0,0,1
9,3,0,0,1,12,1,0,5,0,28.0,0,1
30,28,1,0,1,12,2,1,5,0,35.0,0,1
16,19,1,0,1,12,1,1,2,1,35.0,0,1
32,10,2,0,1,12,2,0,5,0,28.5,1,1
32,10,2,0,1,10,2,0,5,0,34.5,1,1
20,19,1,1,1,12,1,1,5,0,27.0,0,1
32,10,2,0,1,12,2,1,5,0,28.0,0,1
9,3,0,0,1,12,2,0,5,0,33.5,1,1
8,3,0,0,1,5,2,1,2,1,34.0,0,1
32,10,2,0,1,12,2,0,5,0,23.0,1,1
32,10,2,0,1,12,2,1,5,0,29.0,0,1
16,19,1,0,1,12,2,1,5,1,22.0,0,1
32,10,2,0,1,12,2,1,5,0,32.0,0,1
9,3,0,0,1,12,2,1,5,0,27.0,0,1
32,10,2,0,1,12,1,1,5,0,41.0,0,1
31,7,1,0,1,12,2,1,5,0,27.0,0,1
31,7,1,0,1,12,1,1,5,0,45.0,0,1
33,10,2,0,1,12,2,1,5,0,32.0,1,1
7,25,1,1,1,3,2,1,5,0,15.0,0,1
30,28,1,0,1,3,2,1,5,0,38.0,0,1
9,3,0,0,1,12,2,0,5,1,23.0,0,1
9,3,0,0,1,12,2,0,5,0,65.0,0,1
9,3,0,0,1,12,1,1,2,1,27.0,0,1
9,3,0,0,1,12,1,0,4,3,70.0,0,1
8,3,0,0,1,12,2,1,5,1,21.0,0,1
9,3,0,0,1,12,2,0,5,1,18.0,0,1
16,19,1,0,1,5,2,1,5,0,18.0,0,1
9,3,0,0,1,12,1,1,5,0,28.0,0,1
9,3,0,0,1,12,2,1,5,0,57.0,0,1
32,10,2,0,1,12,2,0,5,0,32.0,0,1
9,3,0,0,1,12,2,1,5,0,26.0,0,1
10,3,0,0,1,12,2,1,2,1,31.0,0,1
31,7,1,0,1,12,2,1,5,0,40.0,0,1
9,3,0,0,1,12,1,1,5,0,46.0,0,1
32,10,2,0,1,12,2,1,5,0,41.0,0,1
30,28,1,0,1,10,2,1,5,0,33.0,0,1
8,3,0,0,1,12,2,1,5,0,37.0,0,1
9,3,0,0,1,12,1,0,5,0,49.0,0,1
9,3,0,0,1,12,2,1,5,0,52.0,0,1
40,30,2,0,1,12,1,1,5,0,51.0,0,1
9,3,0,0,1,12,1,1,5,0,48.0,0,1
32,10,2,0,1,12,2,1,5,1,37.0,0,1
30,28,1,0,1,12,2,1,5,0,36.0,0,1
8,3,0,0,1,3,2,1,5,0,48.0,0,1
9,3,0,0,1,12,1,1,4,3,48.0,0,1
29,11,1,1,1,12,1,1,5,1,19.0,0,1
30,28,1,0,1,12,2,1,5,0,40.0,0,1
16,19,1,0,1,12,1,1,5,1,42.0,0,1
9,3,0,0,1,12,1,0,5,1,18.0,0,1
32,10,2,0,1,12,2,0,5,0,31.0,0,1
32,10,2,0,1,12,2,0,5,0,27.0,0,1
9,3,0,0,1,12,1,1,5,0,47.0,0,1
40,30,2,0,1,3,2,1,5,1,51.0,0,1
9,3,0,0,1,12,2,0,5,0,29.0,0,1
9,3,0,0,1,12,1,0,5,0,41.0,1,1
33,10,2,0,1,12,2,1,5,0,30.0,0,1
31,7,1,0,1,12,1,0,5,0,29.0,0,1
40,30,2,0,1,8,1,0,5,0,29.0,1,1
33,10,2,0,1,12,2,1,5,1,54.0,0,1
32,10,2,0,1,12,2,0,5,0,40.0,0,1
13,5,1,1,1,12,1,1,5,0,38.0,0,1
9,3,0,0,1,12,1,1,5,0,33.0,0,1
9,3,0,0,1,12,1,1,5,0,56.0,0,1
49,0,2,0,0,12,2,1,5,0,36.0,1,1
32,10,2,0,1,12,2,0,5,0,50.0,0,1
32,10,2,0,1,12,2,1,5,0,18.0,0,1
32,10,2,0,1,12,2,1,5,0,44.0,0,1
21,21,1,1,1,12,2,0,0,1,44.0,0,1
9,3,0,0,1,12,0,1,5,0,16.0,0,1
9,3,0,0,1,12,1,1,5,0,30.0,0,1
27,14,1,1,1,12,2,1,5,0,40.0,0,1
3,26,0,0,1,12,2,1,5,0,52.0,0,1
9,3,0,0,1,12,1,0,5,0,32.0,0,1
23,14,1,1,1,12,1,1,5,0,55.0,0,1
30,28,1,0,1,5,2,1,5,0,46.0,0,1
9,3,0,0,1,1,1,1,2,1,35.0,0,1
10,3,0,0,1,12,1,1,5,0,63.0,0,1
30,28,1,0,1,12,2,1,5,0,47.0,0,1
16,19,1,0,1,12,2,0,5,0,33.0,0,1
16,19,1,0,1,12,0,1,5,0,34.0,0,1
9,3,0,0,1,12,1,1,5,0,27.0,0,1
30,28,1,0,1,12,2,1,5,0,58.0,0,1
9,3,0,0,1,12,2,0,2,3,24.0,0,1
32,10,2,0,1,12,2,0,5,0,37.0,0,1
8,3,0,0,1,5,2,1,5,0,31.0,0,1
9,3,0,0,1,12,2,1,5,0,51.0,0,1
9,3,0,0,1,12,1,0,5,0,27.0,1,1
9,3,0,0,1,12,1,1,5,0,24.0,0,1
8,3,0,0,1,0,2,1,5,0,42.0,0,1
9,3,0,0,1,3,1,1,5,0,38.0,0,1
32,10,2,0,1,12,2,1,5,0,28.0,0,1
9,3,0,0,1,12,1,0,5,0,56.0,0,1
9,3,0,0,1,12,1,0,5,0,38.0,0,1
9,3,0,0,1,12,2,1,5,1,29.0,0,1
31,7,1,0,1,12,1,0,5,3,31.0,0,1
42,1,2,0,0,12,1,0,5,1,57.0,0,1
32,10,2,0,1,12,1,0,5,0,25.0,0,1
9,3,0,0,1,12,1,1,5,0,27.0,0,1
31,7,1,0,1,12,1,1,4,3,45.0,0,1
9,3,0,0,1,12,2,1,5,0,34.0,0,1
18,19,1,1,1,12,1,1,5,0,39.0,1,1
30,28,1,0,1,12,2,0,5,0,20.0,1,1
16,19,1,0,1,12,0,0,0,1,24.0,0,1
7,25,1,1,1,3,2,1,5,0,15.0,0,1
8,3,0,0,1,3,2,1,5,0,15.0,0,1
21,21,1,1,1,12,2,0,5,0,39.0,0,1
9,3,0,0,1,12,1,1,5,0,72.0,0,1
8,3,0,0,1,5,2,1,5,0,28.0,0,1
9,3,0,0,1,12,2,1,5,0,24.0,0,1
30,28,1,0,1,12,2,1,5,3,36.0,0,1
32,10,2,0,1,12,2,1,5,0,29.0,0,1
9,3,0,0,1,12,1,1,5,0,27.0,0,1
32,10,2,0,1,3,2,1,5,1,40.0,0,1
9,3,0,0,1,12,2,1,5,0,42.0,0,1
9,3,0,0,1,12,2,1,5,0,20.0,0,1
21,21,1,1,1,12,2,1,5,0,36.0,0,1
9,3,0,0,1,12,1,1,5,1,41.0,0,1
9,3,0,0,1,12,2,1,5,0,21.0,0,1
9,3,0,0,1,12,1,1,5,1,28.0,0,1
9,3,0,0,1,12,1,1,4,3,43.0,0,1
16,19,1,0,1,12,2,0,5,1,31.0,0,1
31,7,1,0,1,12,2,1,0,1,51.0,0,1
8,3,0,0,1,12,2,0,5,2,23.0,0,1
9,3,0,0,1,12,0,1,2,1,35.0,0,1
32,10,2,0,1,12,2,1,5,0,28.0,0,1
9,3,0,0,1,12,0,1,5,0,28.0,0,1
16,19,1,0,1,12,1,1,5,1,39.0,0,1
16,19,1,0,1,12,1,0,5,0,44.0,1,1
8,3,0,0,1,12,2,1,2,1,59.0,0,1
8,3,0,0,1,12,0,1,5,0,34.0,0,1
32,10,2,0,1,12,0,1,5,1,37.0,0,1
40,30,2,0,1,12,0,1,5,0,38.0,0,1
16,19,1,0,1,12,1,0,5,1,46.0,0,1
9,3,0,0,1,12,2,1,5,0,24.0,0,1
8,3,0,0,1,12,0,0,5,0,14.0,0,1
31,7,1,0,1,12,0,1,5,0,28.0,0,1
10,3,0,0,1,12,0,1,5,0,41.0,0,1
9,3,0,0,1,12,1,0,5,0,12.5,1,1
16,19,1,0,1,12,1,0,5,0,73.0,0,1
8,3,0,0,1,12,0,1,5,1,39.0,0,1
32,10,2,0,1,12,1,1,2,1,15.0,0,1
8,3,0,0,1,12,2,1,5,1,32.0,0,1
16,19,1,0,1,12,1,1,5,0,31.0,0,1
16,19,1,0,1,12,1,0,5,0,47.5,1,1
9,3,0,0,1,12,0,0,5,1,33.0,0,1
16,19,1,0,1,12,1,0,5,1,33.0,0,1
9,3,0,0,1,12,1,0,5,0,14.0,0,1
16,19,1,0,1,12,1,0,5,1,20.0,0,1
20,19,1,1,1,12,0,1,5,0,43.0,0,1
9,3,0,0,1,12,1,0,5,0,13.0,0,1
8,3,0,0,1,12,0,0,5,0,48.0,0,1
20,19,1,1,1,12,0,1,5,2,36.0,0,1
9,3,0,0,1,12,2,1,0,1,36.0,0,1
9,3,0,0,1,12,2,1,0,1,24.0,0,1
9,3,0,0,1,12,2,1,0,1,13.5,1,1
49,0,2,0,0,5,1,1,5,0,37.0,0,1
16,19,1,0,1,12,1,1,4,1,23.0,0,1
16,19,1,0,1,12,1,1,5,1,33.0,0,1
32,10,2,0,1,12,0,1,5,1,36.0,0,1
9,3,0,0,1,12,0,1,5,1,75.0,0,1
9,3,0,0,1,12,0,1,5,0,20.0,0,1
43,8,2,0,0,12,0,1,5,0,45.0,0,1
32,10,2,0,1,12,0,1,5,0,28.0,0,1
32,10,2,0,1,12,0,1,5,1,52.0,0,1
8,3,0,0,1,12,0,0,5,1,16.0,0,1
30,28,1,0,1,12,0,0,5,0,23.0,0,1
16,19,1,0,1,12,0,1,5,1,41.0,0,1
16,19,1,0,1,12,0,1,5,3,29.0,0,1
2,18,0,0,1,12,0,0,5,0,25.0,0,1
7,25,1,1,1,12,0,1,5,0,35.0,0,1
9,3,0,0,1,12,2,1,5,1,48.0,0,1
9,3,0,0,1,12,0,1,5,0,42.0,0,1
32,10,2,0,1,12,0,1,5,0,40.5,1,1
8,3,0,0,1,12,0,1,5,3,38.0,0,1
8,3,0,0,1,0,0,0,5,1,40.0,0,1
8,3,0,0,1,12,0,1,5,0,23.0,0,1
9,3,0,0,1,12,0,0,5,0,23.0,0,1
9,3,0,0,1,12,0,1,5,0,25.0,0,1
9,3,0,0,1,12,0,1,5,1,24.0,0,1
32,10,2,0,1,12,0,1,5,1,53.0,0,1
16,19,1,0,1,12,0,0,5,0,33.0,0,1
13,5,1,1,1,12,0,0,5,0,43.0,0,1
9,3,0,0,1,12,0,0,5,0,46.0,0,1
32,10,2,0,1,12,0,1,5,0,27.0,0,1
16,19,1,0,1,12,0,1,5,0,33.0,0,1
8,3,0,0,1,3,0,1,0,1,43.0,0,1
16,19,1,0,1,5,0,1,5,1,33.0,0,1
9,3,0,0,1,12,0,1,0,1,31.0,0,1
9,3,0,0,1,12,0,1,5,0,31.0,0,1
32,10,2,0,1,12,0,1,5,1,33.0,0,1
16,19,1,0,1,5,0,1,5,0,29.0,0,1
32,10,2,0,1,5,0,0,5,0,46.0,0,1
8,3,0,0,1,12,0,0,5,0,42.0,0,1
45,13,0,0,0,12,0,1,5,1,45.0,0,1
32,10,2,0,1,12,0,1,5,0,41.0,0,1
8,3,0,0,1,0,0,1,5,1,40.0,0,1
16,19,1,0,1,12,0,0,5,3,29.0,0,1
16,19,1,0,1,12,0,1,5,0,28.0,0,1
33,10,2,0,1,12,0,0,5,1,26.0,0,1
20,19,1,1,1,1,0,1,5,0,37.0,0,1
30,28,1,0,1,12,0,0,5,0,44.0,0,1
16,19,1,0,1,12,0,1,0,0,38.0,0,1
16,19,1,0,1,12,0,1,5,0,32.0,0,1
16,19,1,0,1,12,0,1,5,0,45.0,0,1
31,7,1,0,1,12,0,1,5,1,22.0,0,1
21,21,1,1,1,12,0,0,5,0,32.0,0,1
30,28,1,0,1,12,0,1,5,0,20.0,0,1
31,7,1,0,1,12,0,1,0,0,43.0,0,1
8,3,0,0,1,3,0,1,5,0,29.0,0,1
2,18,0,0,1,12,0,1,5,1,26.0,0,1
7,25,1,1,1,12,0,1,5,1,34.0,0,1
2,18,0,0,1,12,0,0,4,0,21.0,0,1
16,19,1,0,1,12,0,1,5,3,29.0,0,1
32,10,2,0,1,12,0,1,5,0,28.0,0,1
32,10,2,0,1,12,0,0,5,1,30.0,0,1
32,10,2,0,1,12,0,1,4,3,43.0,0,1
8,3,0,0,1,5,0,1,5,1,23.0,0,1
40,30,2,0,1,1,0,1,5,3,30.0,0,1
8,3,0,0,1,12,0,1,0,1,30.0,0,1
9,3,0,0,1,12,0,1,5,0,21.0,0,1
32,10,2,0,1,12,0,1,5,0,26.0,0,1
8,3,0,0,1,12,0,0,5,0,34.0,0,1
9,3,0,0,1,12,0,1,5,0,25.0,0,1
9,3,0,0,1,12,0,1,5,0,32.0,0,1
31,7,1,0,1,12,0,1,5,1,24.0,0,1
32,10,2,0,1,12,0,0,5,0,45.0,0,1
32,10,2,0,1,12,0,1,5,1,36.0,0,1
9,3,0,0,1,12,0,0,5,1,31.0,0,1
16,19,1,0,1,12,0,1,5,1,26.0,0,1
13,5,1,1,1,12,0,1,5,3,27.0,0,1
16,19,1,0,1,12,0,1,5,0,29.0,0,1
9,3,0,0,1,12,0,0,5,1,55.0,0,1
9,3,0,0,1,12,0,1,5,0,35.0,0,1
13,5,1,1,1,12,0,1,5,0,29.0,0,1
13,5,1,1,1,12,0,1,5,0,29.0,0,1
16,19,1,0,1,12,0,1,5,0,34.0,0,1
8,3,0,0,1,12,0,1,5,0,21.0,0,1
32,10,2,0,1,12,0,1,2,0,38.0,0,1
9,3,0,0,1,12,0,0,0,1,47.0,0,1
32,10,2,0,1,12,0,1,4,0,40.0,1,1
8,3,0,0,1,12,0,1,5,0,40.0,0,1
13,5,1,1,1,12,0,0,5,0,32.0,1,1
16,19,1,0,1,12,0,1,5,1,20.0,0,1
31,7,1,0,1,12,0,1,5,0,22.0,0,1
32,10,2,0,1,12,2,0,4,1,40.0,0,1
8,3,0,0,1,12,2,1,5,1,22.0,0,1
40,30,2,0,1,3,2,1,5,0,19.0,0,1
9,3,0,0,1,12,2,0,5,0,26.0,0,1
16,19,1,0,1,12,1,1,2,0,13.0,1,1
9,3,0,0,1,12,2,1,5,1,37.0,0,1
9,3,0,0,1,12,2,1,5,0,23.0,0,1
29,11,1,1,1,12,1,1,2,3,19.0,0,1
32,10,2,0,1,12,2,1,5,0,43.0,0,1
32,10,2,0,1,12,2,0,5,0,36.5,1,1
9,3,0,0,1,12,2,0,5,0,40.0,0,1
16,19,1,0,1,12,2,0,5,0,33.0,0,1
32,10,2,0,1,12,2,0,5,0,36.0,1,1
40,30,2,0,1,5,2,1,5,0,32.0,0,1
32,10,2,0,1,12,2,1,5,1,33.0,0,1
47,29,2,0,0,12,2,0,5,0,35.0,0,1
13,5,1,1,1,12,2,1,5,1,38.0,0,1
16,19,1,0,1,12,2,1,5,0,28.0,0,1
8,3,0,0,1,12,2,0,0,1,39.0,0,1
29,11,1,1,1,12,2,1,5,0,31.0,0,1
16,19,1,0,1,12,2,1,5,0,43.0,0,1
16,19,1,0,1,12,1,0,5,0,45.0,0,1
16,19,1,0,1,12,2,1,5,0,39.0,0,1
32,10,2,0,1,12,0,1,0,1,46.0,0,1
40,30,2,0,1,3,0,1,0,1,28.0,0,1
32,10,2,0,1,12,2,1,5,2,28.0,0,1
44,9,2,0,0,12,2,1,2,2,29.0,0,1
49,0,2,0,0,12,2,1,5,2,27.0,0,1
30,28,1,0,1,12,0,1,5,1,37.0,0,1
30,28,1,0,1,12,0,1,5,0,45.0,0,1
9,3,0,0,1,12,2,1,0,1,42.0,0,1
9,3,0,0,1,12,2,0,0,1,24.0,0,1
9,3,0,0,1,12,1,1,0,1,45.0,0,1
42,1,2,0,0,12,0,1,5,1,31.0,0,1
9,3,0,0,1,12,1,1,5,0,15.0,0,1
9,3,0,0,1,12,2,0,5,1,32.0,0,1
16,19,1,0,1,12,1,1,5,1,30.0,0,1
31,7,1,0,1,12,0,0,5,1,39.0,0,1
9,3,0,0,1,12,2,1,5,0,35.0,0,1
40,30,2,0,1,12,1,1,5,0,23.0,0,1
33,10,2,0,1,12,0,1,5,0,34.0,0,1
43,8,2,0,0,12,0,0,5,0,21.0,0,1
